Person Name,VIAF ID,Aliases
Martin Luther,14773105,Martin Luther; Luther's
Alexander Marshal,91750131,Alexander Marshal; Mareschall
Mrs John Hanbury,,Mrs. Hanbury
TWentwh,348144647694593005200,Thomas Watson-Wentworth
Giovanni Giuseppe Orsi,514153954863505680001,Giovanni Giuseppe Orsi
Charles Lockyer,587152636061920051255,Charles Lockyer; Mr Lockyer; Mr. Lockyer
John Hay,642152261515917180000,John Hay
Francois Wicardel,664153063186219320005,Francois Wicardel
Thomas Heathcote,724145662620905030177,Thomas Heathcote
Martin Bowes,725145857098322922128,Martin Bowes
Owen Brigstocke,972152502793910800003,Owen Brigstocke; Mr Brigstock; Mr. Brigstock
Thomas Rawlinson,2254154137634715370002,Thomas Rawlinson
Thomas Nott,3162152744523527850004,Thomas Nott
George Bell,3745148705707037080009,George Bell; Mr Bell
Joseph Gulston,4107155286646787180003,Joseph Gulston
Antony More,4331149619451404010004,Antony More; Anthonis Mor
Thomas Dereham,5037148209311300460001,Thomas Dereham
William Arderon,6359150943160426760003,William Arderon
William Pitt,6407151778229018130006,William Pitt
Robert Eyre,6755152988214612790004,Robert Eyre
James Pound,7903150749025716420002,James Pound
Thomas Isted,8066154983560967860008,Thomas Isted
Johann Georg Werthern,8867154983564767860001,Johann Georg Heinrich Graf von Werthern
Thomas Samwell,9434152744554327850002,Thomas Samwell
Hermann Busschof,137960212,Herman Busschof; Hermann Busschof
Adrien Auzout,19827688,Adrian Auzout; Adrien Auzout; Monsieur Auzout
John Beale,20025298,Dr. Beale; John Beale
William Burnett,27497293,William Burnet; William Burnett
Bartholomaeus Anhorn,310526579,Barthol. Anhorn; Bartholomaeus Anhorn
Athanasius Kircher,31998409,Athanasii Kircheri; Athanasius Kircher
Thomas Fairchild,32730654,Thomas Fairchild
Richard Towneley,32866457,Mr Townley; Richard Towneley
Sebastiano Concha,,Sebastiano Concha
John Theophilus Desaguliers,37090620,J. T. Desaguliers; John Theophilus Desaguliers; Jean-Théophile Désaguliers
William Cole,37981686,Dr William Cole; Dr. Cole; William Cole
Marin Mersenne,41843933,Marin Mersenne; Marinus Marsennus
George Ent,42181048,George Ent
James Stirling,44447841,Jacobo Stirling; James Stirling
Nicolaus Cruquius,47643770,Nicolaus Cruquius
Louis Feuill,48609,Louis FeuillÃ©e; Pere Feuillee
Joshua Childrey,49563810,Joshua Childrey
John Arbuthnot,51684915,John Arbuthnot; John Arbuthnott
Robert Boyle,51698379,Robert Boyle; Mr Boyle; Mr. Boyle
Joney,51802677,Du Vernay; Joseph-Guichard Du Verney
William Baxter,5266955,William Baxter
Henry Stubbe,54274644,Henry Stubbe
Isaaci Barrow,56682703,Isaaci Barrow; Isaac Barrow; Mr. Barrow; Mr Barrow
J. Simmons,,J. Simmons
Johann Christoph Bekmann,61825477,Johannes Christophorus Beckman; Johann Christoph Becmann
John Conduitt,61863710,John Conduitt; Mr Conduit; Mr. Conduit
Peter Le Neve,62331564,Peter Le Neve
Thomas Forster,66536941,Thomas Forster
Lord Archbishop Dublin,66618347,Lord Archbishop of Dublin; Dr King; Dr. King; William King
Humphry Ditton,66820604,Humphrido Dittono; Humphry Ditton
William Gascoigne,67864953,Mr. Gascoigne; William Gascoigne
Browne Langrish,69273341,Browne Langrish
Paul Dudley,71825360,Paul Dudley
Johannes Hevelius,73883445,Johanne Hevelio; Johannes Hevelius
Andrew Yarranton,74198345,Andrew Yarranton
Nicholas Bernoulli,74657167,D. Nicolaum Bernoulli; Nicholas Bernoulli
Henry Power,7732279,H. P.; Henry Power
Jonathan Goddard,77469657,Jonathan Goddard
Pierre Jartoux,78785611,Father Jartoux; Pierre Jartoux
Hoffsted van Essen,96012772,Hoffsted van Essen; Hofsted Van Essen
Pieter Hotton,10625832,D. Petri Hotton; Pieter Hotton; Petrus Houttuyn; Peter Hotton
Richard Waller,107707317,Richard Waller
George Hickes,12463453,Dean Hickes; Dr. Hickes; George Hickes; Georgij Hickes
Richard Russell,1263219,Richard Russell
Paul Rycaut,132112,Paul Rycaut
Philip Jacob Hartmann,13244783,Philip Jacob Hartmann; Philippus Jacobus Hartmannus
Giovanni Alfonso Borelli,14869558,Giovanni Alfonso Borelli; Signior Borelli
Cotton Mather,17264481,Cotton Mather
Israel Tonge,20026471,Dr. Tonge; Israel Tonge
Dr Groenfield,240015966,Dr Groenfield; Dr. Groenfield
Henry Pemberton,2515242,Henry Pemberton
Thomas Wright,25706944,Thomas Wright
St George Ashe,2818528,St Georg Ash; St George Ashe
Micini,29575102,Michael Angelo De Guattini; Michaelangelo Guattini
John Ray,29584945,John Ray; Mr Wray; Mr. Ray
Richard Lower,30474615,Richard Lower
Mr Edwards,3086266,Mr Edwards
Jean Dominique Cassini,36947382,Jean Dominique Cassini; Signor Cassini
George Garden,39415171,George Garden
Abraham Gotthelf Kastner,39450522,Abraham Gotthelf Kastner
Gottfried Kirch,39675309,Gothofredi Kirchii; Gottfried Kirch
Thomas Coxe,39728327,Thomas Coxe
Samuel Wallis,45083594,Captain Wallis; Samuel Wallis
Jemima Grey,,Jemima Grey
Domenico Guglielmini,50006688,Domenico Guglielmini; Dominico Gulielmino
John Pell,5190555,Dr. John Pell; John Pell
Christopher Merrett,51905610,Christopher Merret; Christopher Merrett
Christian Adolph Balduin,56646427,Christian Adolph Balduin; Christianus Adolphus Bladuinus; Christopher Adolphus Baldwin
Baron Rostgard,56771726,Baron Rostgards
Nathaniel Fairfax,56962668,Nathaniel Fairfax
Antonie van Leeuwenhoek,71426018,Antoni van Leeuwenhoek; Antonie van Leeuwenhoek; Mr Leewenhoeck
Christopher Hunter,71766155,Christopher Hunter
Natae,7266580,Nathaniel Saint Andrae; St. Andre
William Crabtree,7791271,William Crabtree; William Crabtrie
George Graham,792879,George Graham; Mr Graham Junr
Arthur Charlett,86374293,Arthur Charlett; Dr. Charlett
 Mr Brown,,Mr Brown; Mr. Brown
Arson,,A. Anderson
Sig r. Veraccini,,Sig r. Veraccini
Abel Ketelbey,,Abel Ketelbey
Abraham Dixon,,Abraham Dixon
Abraham Meure,,Abraham Meure
Abraham Waldron,,Abraham Waldron
Adam Buddle,,Adam Buddle
Alexander Brown,,Al. Br.; Al B.; AL B.; Alex. Brown; Mr. Alex. Brown; Mr. Alexr. Brown; Alexr. Br.; Alexander Brown; Alexr. Brown
Alexander Fraizer,,Alexander Fraizer
Alexander Geekie,,Alexander Geekie
Alexander Geekie senior,,"Alexander Geekie, senior; Alexr Geekie, senior; Mr. Geekie"
Alexander Geekie junior,,Mr Geekie's Junr
Alexander Thistlethwayte,,Alexander Thistlethwayte
Alice Brodrick,,Alice Brodrick
Ambrose Dickins,,Ambrose Dickins
Andrew Birch,,Andrew Birch
Andrew Scott,,Andrew Scott
Anna Hermann,,Anna Hermann
Anthony Chamier,,Anthony Chamier
Anthony Lowther,,Anthony Lowther
Antoine Fagon,,Antoine Fagon
Antony Picenini,,Antony Picenini
Arthur Rawdon,,Arthur Rawdon
Ayyub Ibn Sulaiman Ibrahim,,Ayyub Ibn Sulaiman ibn Ibrahim
Babelin,,Babelin
Baron Pfutschner,,Baron Pfutschner
Beauvilliers,,Beauvilliers
Benjamin Bosanquet,,Benjamin Bosanquet
Benjamin Bullivant,,Benjamin Bullivant
Benjamin Middleton,,Benjamin Middleton
Benjamin Morland,,Benjamin Morland
Berkeley Lucy,,Berkeley Lucy
Bezaleel Sherman,,Bezaleel Sherman
Billerbeck,,Billerbeck
Bp of Norwich,,Bp of Norwich
Bridget Hotham,,Bridget Hotham
Brilliana Rawdon,,Brilliana Rawdon
Brownlow Cecil,,Brownlow Cecil
Caleb Cotesworth,,Caleb Cotesworth
Camel. Hen. Ruysch,,Camel. Hen. Ruysch
Cap. B. S.,,Cap. B. S.
Capt Cray croft,,Capt Cray croft
Capt Crocraft,,Capt Crocraft
Capt Hebden,,Capt Hebden; Capt: Hebden
Capt Bennet,,Capt. Bennet
Capt Craycoot,,Capt. Craycoot
Capt Craycout,,Capt. Craycout
Capt Hickes,,Capt. Hickes
Capt Jenkens,,Capt. Jenkens; Mr. Captn Jenkins; Mr. Jenkins
Papenau,,Papenau
Capt Walduck,,Capt. Walduck
Capt Walker,,Capt. Walker
Carlo Ubaldini,,Carlo Ubaldini
Caspar Antonio,,Caspar Antonio; Gaspard Antonio
Cassem Algiada Aga,,Cassem Algiada Aga
Catherine Cavendish,,Catherine Cavendish
Cecilia Stede,,Cecilia Stede
Cecillia Garrard,,Cecillia Garrard
Charles Bale,,Charles Bale
Charles Dineau Duclos,,Charles Dineau Duclos
Charles Frederic Reutterhielm,,Charles Frederic Reutterhielm
Charles Frederick,,Charles Frederick
Charles Gresham,,Charles Gresham
Charles Hope-Weir,,Charles Hope-Weir
Charles Lamotte,,Charles Lamotte
Charles Moore,,Charles Moore
Charles Petley,,Charles Petley
Charles Preston,,Charles Preston
Charles Seward,,Charles Seward
Charles Somerset,,Charles Somerset
Charles Stuart,,Charles Stuart
Charles Taylor,,Charles Taylor
Charles Tough,,Charles Tough
Christian Lyttelton,,Christian Lyttelton
Clemina Pemberton,,Clemina Pemberton
Clifford Clifton,,Clifford Clifton
Coll Codrington,,Coll. Codrington
Colonel Laws,,Coll. Laws
Conrad Dehn,,Conrad D'Alev a Dehn
Coote Molesworth,,Coote Molesworth
Cornelius Little,,Cornelius Little
Count Mansberg,,Count Mansberg
Cyril Arthington,,Cyril Arthington
Cyril Wyche,,Cyril Wyche
D Colby,,D. Colby
Daniel Milles,,Daniel Milles
Daniel Waldo,,Daniel Waldo; Dr Waldo; Dr. Waldo; Waldo
David Bayford,,David Bayford
David Bruce,,David Bruce
David Colyear,,David Colyear
David Parry,,David Parry
David Ravaud,,David Ravaud
David Riz,,David Riz
David Tullideph,,David Tullideph
A de Chammorel,,A de Chammorel
Denis Oldenburg,,Denis Oldenburg
Diana Howard,,Diana Howard
DId Br.,,DId r. Br.
Dionysius Williams,,Dionysius Williams
Dn Lluid,,Dni. Lluid
Dorothy Dashwood,,Dorothy Dashwood
Dr Battely,,Dr Battely; Dr. Battely
Dr Bokelman,,Dr Bokelman; Dr. Bokelman
Dr Brooks,,Dr Brooks; Dr. Brooks
Dr Browne,,Dr Browne; Dr. Browne
Dr Burnett,,Dr Burnett; Dr. Burnett
Dr Douce,,Dr. Douce
Dr Fuller,,Dr Fuller
Dr Hubbert,,Dr Hubbert; Dr. Hubbert; Dr Hubert; Dr. Hubert
Dr Labe,,Dr. Labe
Jean Rodoplhe Lavater,,Dr Lavater; Dr. L.; Dr. Lavater; Dr. Lavaters
Dr Lewis,,Dr Lewis
Dr Mousafia,,Dr Mousafia
Dr Preston,,Dr Preston
Dr Sprengell,,Dr Sprengell
Dr Varin,,Dr Varin; Dr. Varin
Dr. Atherton,,Dr. Atherton
Dr. Balguy,,Dr. Balguy
Francis Barlow,,Dr. Barlow
Dr. Beard,,Dr. Beard
Dr. Br. W.,,Dr. Br. W.
Dr. Brown,,Dr. Brown; Dr. Br.; Dr. Br; Dr Brown; Dr Br; Dr Br.
Dr. Campbell,,Dr. Campbell
Dr. Clifton,,Dr. Clifton
Dr. Colas Prussia,,Dr. Colas of Prussia
Dr. Dolnus,,Dr. Dolnus
Dr. Fieldings,,Dr. Fieldings
Dr. Green,,Dr. Green
Dr. Groene,,Dr. Groene
Dr. Hern,,Dr. Hern
Dr. Heuchen,,Dr. Heuchen
Dr. Holbrook,,Dr. Holbrook
Dr. Knight,,Dr. Knight
Dr. L.,,Dr. L.
Dr. Lavaters,,Dr. Lavaters
Dr. Lecois,,Dr. Lecois
Dr. Monbray,,Dr. Monbray
Dr. Monet,,Dr. Monet
Dr. Nichols,,Dr. Nichols
Dr. Oldfield,,Dr. Oldfield
Dr. Plott,,Dr. Plott
Dr. Powell,,Dr. Powell
Dr. Preston,,Dr. Preston
Dr. Regnerus Grieff,,Dr. Regnerus de Grieff
Dr. Robert Clair,,Dr. Robert St. Clair
Dr. Rosse,,Dr Rosse; Dr. Rosse
Dr. Rugeley,,Dr Rugeley; Dr. Rugeley; Dr Rugeley the Son
Dr. Rugeley father,,Dr Rugeley's father; Dr. Rugeley's father
Dr. Salvador,,Dr. Salvador
Dr. Salvadore,,Dr. Salvadore
Dr. Sam. Brown,,Dr. Sam. Brown; Dr. S. Brown
Dr. Shaw,,Dr. Shaw
Dr. Symmer,,Dr. Symmer
Dr. Wallraven,,Dr. Wallraven
Dr. Walraven,,Dr. Walraven
Dudley Cullum,,Dudley Cullum
Dudley Palmer,,Dudley Palmer
Dutton Stede,,Dutton Stede
E. Coles,,E. Coles
E. Ramsay,,E. Ramsay
Ed. Barnard,,Ed. Barnard
Edmond Littlehales,,Edmond Littlehales
Edmond Turner,,Edmond Turner
Edmund Burnell,,Edmund Burnell
Edmund Meack,,Edmund Meack
Edmund Wylde,,Edmund Wylde
Edward Bligh,,Edward Bligh
Edward Butler,,Edward Butler
Edward Cotton,,Edward Cotton
Edward Digges,,Edward Digges
Edward Garth-Turnour,,Edward Garth-Turnour
Edward Haistwell,,Edward Haistwell
Edward Haynes,,Edward Haynes
Edward Howard,,Edward Howard
Edward Howman,,Edward Howman
Edward Jeffreys,,Edward Jeffreys
Edward Lany,,Edward Lany
Edward Legge,,Edward Legge
Edward Nelthorpe,,Edward Nelthorpe
Edward Paget,,Edward Paget
Edward Stanley,,Edward Stanley
Edward Watson,,Edward Watson
Edward Wright,,Edward Wright
Edwin Stede,,Edwin Stede
Elizabeth Buddle,,Elizabeth Buddle
Elizabeth Chalk,,Elizabeth Chalk
Elizabeth Isted,,Elizabeth Isted; Mrs. Isted
Elizabeth Newdigate,,Elizabeth Newdigate
Elizabeth Russell,,Elizabeth Russell
Elizabeth Smith,,Elizabeth Smith
Elizabeth Welwood,,Elizabeth Welwood
Elson lewis,,Elson lewis
Erasmus Harby,,Erasmus Harby
Erasmus Philipps,,Erasmus Philipps
Erhart,,Erhart
Fane William Sharpe,,Fane William Sharpe
Father Visdelon,,Father Visdelon
Faucet,,Faucet
Fawcet,,Fawcet
Forbes Macbean,,Forbes Macbean
Fouk Williams,,Fouk Williams
Francis Jacquier,,Francis Jacquier
Francis Lynn,,Francis Lynn
Francis Nevill,,Francis Nevill
Francis Neville,,Francis Neville
Francois Poupart,,Francois Poupart
Frederica Susanna Schomberg,,Frederica Susanna Schomberg
Frescheville Holles,,Frescheville Holles
G. Medley,,G. Medley
Gaspar,,Gaspar
Gaspar Merez Souza,,Gaspar Merez de Souza
Generall Demar,,Generall Demar
George Foster Tufnell,,George Foster Tufnell
George Handisyd,,George Handisyd
George Harris,,George Harris
George Howe,,George Howe
George Lane,,George Lane
George Lloyd,,George Lloyd
George Louis Teissier,,George Louis Teissier
George Richmond,,George Richmond
Giles Strangeways,,Giles Strangeways
Giovanni Ambrosio Sarotti,,Giovanni Ambrosio Sarotti
Giovanni Antonio Baldini,,Giovanni Antonio Baldini
Governor Bennet,,Governor Bennet; governor Bennet
Governr Jennings,,Governr Jennings; Governr. Jennings
Granville Wheler,,Granville Wheler
Guilllaume Toulouze,305302952,Guilllaume Toulouze; Tholouze; Toulouze; G. le Tholouze; Greg. de Tholouse - Brodeur; Greg. de Tholouse broderer
Grosse,,Grosse
HE,,HE
Hendrik van Haemstede,,Hendrik van Haemstede
Henry Barham Jr.,,Henry Barham Jr.
Henry Clerke,,Henry Clerke
Henry Colepeper Fairfax,,Henry Colepeper Fairfax
Henry Cressener,,Henry Cressener
H. Cressener,,H. Cressener
Henry Dry,,Henry Dry
Henry Ford,,Henry Ford
Henry Hall,,Henry Hall
Henry Kelsall,,Henry Kelsall
Henry Pleydell Dawnay,,Henry Pleydell Dawnay
Henry Proby,,Henry Proby
Henry Reade,,Henry Reade
Henry Walther Gerdes,,Henry Walther Gerdes
Henry Willoughby,,Henry Willoughby
Henry Worsley,,Henry Worsley
Heuch,,Heuch
Hewer Edgley Hewer,,Hewer Edgley Hewer
His Graces Chairman,,His Graces Chairman
Capt. Walpole,,Capt. Walpole
Horatio Pettus,,Horatio Pettus
Huber,,Huber
Isaac Fawkes,,Isaac Fawkes
Isaac Hellenbroek,,Isaac Hellenbroek
Isaac Waldron Esqr,,Isaac Waldron Esqr
Isabella Pierrepont,,Isabella Pierrepont
Ivan Ivanovitch Shuvaloff,,Ivan Ivanovitch Shuvaloff
Iver Rosenkrantz,,Iver Rosenkrantz
J Empson,,J Empson; James Empson
J. Brown,,J. Brown
J. Clarke,,J. Clarke
J. Delacoste,,J. Delacoste
J. Drake,,J. Drake
J. Squire,,J. Squire
J. Thornycroft,,J. Thornycroft
Jacobus Pighius,,Jacobus Pighius
James Stanier,100838209,Jacobus Stannier; James Stanier
John Caius,71413882,John Caius; Joannes Caius
John Fletcher,12323361,John Fletcher
Jacomo Poro,,Jacomo Poro fils
James Augustus Blondell,,James Augustus Blondell
James Campbell,,James Campbell
James Chadwick,,James Chadwick
James Cunningham,,James Cunningham; James Cunninghame; Mr Cunningham; Mr. Cunningham; Mr.- Cunningham
James Edwards,,James Edwards
James Hill,,James Hill
James Ingerson,,James Ingerson
James Long,,James Long
James Lyon Strathmore,,James Lyon Strathmore
James Monson,,James Monson
James Napier,,James Napier
James Nihill,,James Nihill
James Seyers,,James Seyers
James Welsh,,James Welsh
Jane Blower,,Jane Blower
Jaques Levi,,Jaques Levi
Jean Baptiste Feronce,,Jean Baptiste de Feronce
Jean Baptiste Faget,,Jean Baptiste Faget
Jean Chardellou,,Jean Chardellou
Jean Rodolphe Lavater,,Jean Rodolphe Lavater
Jeffrey Palmer,,Jeffrey Palmer
Jeremiah Peirce,,Jeremiah Peirce
Jerome Giuntini,,Jerome Giuntini
Joanne Baptista Carbone,,Joanne Baptista Carbone
Joannes Adolphus Jacobaeus,,Joannes Adolphus Jacobaeus
Johan Luloss,,Johan Luloss
Johann Georg Leibknecht,,Johann Georg Leibknecht
Johanna Sophie Forbenj,,Johanna Sophie Forbenj
Johannis Hoogvlietii,,Johannis Hoogvlietii
John Albert,,John Albert the 2d; Count of Solms.
John Alston,,John Alston
John Austen,,John Austen
John Balles,,John Balles
John Bamber,,John Bamber
John Barlow,,John Barlow
John Brooke,,John Brooke
John Burnet,,John Burnet
John Castlecomer,,John Castlecomer
John Catesby,,John CatesbyÂ
John Chetwode,,John Chetwode
John Chevalier,,John Chevalier
John Colwall,,John Colwall
John Conyers,,John Conyers; Mr. Conyers; Conyers
John Copplestone,,John Copplestone
John Corse Scott,,John Corse Scott
John Diodate,,John Diodate
John Downes,,John Downes
John Farr Abbot,,John Farr Abbot
John Georges,,John Georges
John Gideon Loten,,John Gideon Loten
John Hervey,,John Hervey
John Hickes,,John Hickes
John Holland,,John Holland
John Hollier,,John Hollier
John Houghton,,John Houghton
John Inglis,,John Inglis
John Jackson,,John Jackson; Mr. John Jackson
John Kidby,,John Kidby
John King,,John King
John Knight,,John Knight
John Lely,,John Lely
John Leveret,,John Leveret
John Lloyd,,John Lloyd
John Louis Holstein,,John Louis Holstein
John McBride,,John McBride
John Melling,,Mr. Mellin
John Mordaunt Cope,,John Mordaunt Cope
John Newburgh,,John Newburgh
John Newey,,John Newey
John Paradise,,John Paradise
John Pearson,,John Pearson
John Percivale,,John Percivale
John Philip Jordis,,John Philip Jordis
John Powell,,John Powell
John Purnell,,John Purnell
John Rawdon,29467576,John Rawdon; Sr. John Ra; Sr John Ra
John Sawbridge,,John Sawbridge
John Shadwell,,John Shadwell
John Stanley,,John Stanley
John Talbot,,John Talbot
John Taylor,,John Taylor
John Trevor,,John Trevor
John Turnor,,John Turnor
John Tylney,,John Tylney
John Upton,,John Upton
John Wallop Jnr,,John Wallop Jnr
John Weichard,,John Weichard
John Whiteside,,John Whiteside
John Williamson,,John Williamson
John Wilson,,John Wilson
James Wilson,,James Wilson; Mr. Wilson
Jon. Petrus schudius,,Jon. Petrus Tschudius
Jonathan Gouldsmyth,,Jonathan Gouldsmyth
Jonathan Kay,,Jonathan Kay
Joseph Andrews,,Joseph Andrews
Joseph Atwell,,Joseph Atwell
Joseph Banks,,Joseph Banks
Joseph Danvers,,Joseph Danvers
Joseph Hill,,Joseph Hill
Joseph Hodges,,Joseph Hodges
Joseph Hurlock,,Joseph Hurlock
Joshua Platt,,Joshua Platt
Josias Dupre,,Josias Dupre
Guillaume Dupre,186769324,Guillaume Dupre; G. Du Pre
Juan Salvador,,Juan Salvador
K.,,K.
Katherine Watson,,Katherine Watson
Kingsmill Eyre,,Kingsmill Eyre
Lacmin,,L. J. Jacmin
Lady Anne Cecil,,Lady Anne Cecil
Lady Bernard,,Lady Bernard
Lady Child,,Lady Child
Lady Darlington,,Lady Darlington
Lady Sondes,,Lady Sondes
Laurentius Costerus,74651031,Laurentius Costerus; Laurens Coster
Le Grand,,Le Grand
Lewis Way,,Lewis Way
Littleton Powys,,Littleton Powys
Lord Lynn,,Lord Lynn
Lord Sondes,,Ld Sondes
Lord Yarmouth,,Lord Yarmouth
Louis Aumont Rochebaron,,Louis D' Aumont de Rochebaron
Louis Paule,,Louis Paule
M.,,M.
M. Colepresse,,M. Colepresse
M. Tale,,M. Tale
Magnus Prince,,Magnus Prince
Maidstone1,,Maidstone
Joy,,Joy; Joys
Maead,,Mar. Read
Margaret Ray,,Margaret Ray
Margaret Smith,,Margaret Smith
Marie Joseph Picquigny,,Marie Joseph Louis d'Albert d'Ailly Picquigny
Marinus van Vrijbergen,,Marinus van Vrijbergen
Marmaduke  Wyvill,,Marmaduke Wyvill
Marques Leone,,Marques de Monte Leone
Martha Cooper,,Martha Cooper
Martin Hartopp,,Martin Hartopp
Mary Ashe,,Mary Ashe
Mary Finch,,Mary Finch
Mary Glentworth,,Mary Glentworth
Mary Grey,,Mary Grey
Mary Heathcote,,Mary Heathcote
Marrs,,Mary Shirley Countess Ferrers
Mary Wentworth,,Mary Wentworth
Matthew Dudley,,Matthew Dudley
Maurice Emmet,,Maurice Emmet
Mayor of Derby,,Mayor of Derby
Meyer Schomburg,,Meyer L??w Schomburg
Michael Russell,,Michael Russell
Miss Stanley,,Miss Stanley
Mo.,,Mo.
Mohammed Ben Ali Abgali,,Mohammed Ben Ali Abgali
Moise Pujolas,,Moise Pujolas
Monr Buissiere,,Monr Buissiere
Monsr Villette,,Monsr Villette; Monsr. Villette
Monfroy.,,Monsr. Geoffroy.
Montagu Bacon,,Montagu Bacon
Mr  Swymmor,,Mr Swymmor
Mr Adams,,Mr Adams
Mr Alexr Light,,Mr. Alexr Light
Mr Alsop,,Mr Alsop; Mr. Alsop
Mr. Amyand,,Mr Amyand; Mr. Amyand
Mr Barret,,Mr Barret
Mr. Beddevoles,78824914,Mr. Beddevoles
Mr Bernard,,Mr Bernard; Mr. Bernard
Mr Bonivert,,Mr Bonivert
Mr Burnett,,Mr Burnett; Mr. Burnett
Mr Cairns,,Mr Cairns; Mr. Cairns
Mr Campbell,,Mr Campbell
Mr Carmichael,,Mr Carmichael; Mr. Carmichael
Mr Charles de la Fontaine,,Mr Charles de la Fontaine; Mr Charles de la fontaine
Mr Clerk,,Mr Clerk
Mr Collier,,Mr. Collier
Mr Coniers,,Mr Coniers
Mr Conyers,,Mr Conyers
Mr Cock,60511927,Mr Cock; Mr. Cock; Christopher Cock
Mr Cooke,48911341,Mr Cooke; Mr. Cooke; Mr. Cook; Henry Cooke
Mr Cotteret,,Mr Cotteret; Mr. Cotteret
Mr Cox,,Mr Cox
Mr Desmarets,,Mr. Desmarets
Mr Doyly,,Mr. Doyly
Mr Elking,,Mr Elking; Mr. Elking
Mr Fabre,,Mr Fabre; Mr. Fabre
Mr Fairweather,,Mr Fairweather; Mr. Fairweather
Mr George,,Mr George; Mr. George
Mr Gilberts,,Mr Gilberts; Mr. Gilberts
Mr Gilbert,,Mr Gilbert; Mr. Gilbert
Mr Gore,,Mr Gore; Mr. Gore
Mr Green,,Mr Green; Mr. Green
Mr Grubb,,Mr Grubb; Mr. Grubb
Mr Handisyd,,Mr Handisyd; Mr. Handisyd
Mr Handisyde,,Mr Handisyde; Mr. Handisyde
Mr Harris,,Mr Harris
Mr Harvey,,Mr Harvey; Mr. Harvey
Mr Hawkeens,,Mr Hawkeens; Mr. Hawkeens
Mr Haynes,,Mr. Haynes
Mr Hildesley,,Mr Hildesley; Mr. Hildesley
Mr Hodges,,Mr Hodges; Mr. Hodges
Mr Holiday,,Mr. Holiday
Mr Hoofnail,,Mr. Hoofnail
Mr Jackson,,Mr Jackson; Mr. Jackson
Mr James,,Mr James; Mr. James
Mr John Heathcote,,Mr John Heathcote; Mr. John Heathcote
Mr Jones,,Mr Jones
Mr Kenty,,Mr Kenty
Mr Kennedy,,Mr. Kennedy
Mr Kinsay,,Mr. Kinsay
Mr Lapthorn,,Mr. Lapthorn
Mr Lascelles,,Mr Lascelles; Mr. Lascelles
Mr Laurie,,Mr Laurie
Mr Lloyd,,Mr Lloyd; Mr. Lloyd
Mr Lyell,,Mr Lyell; Mr. Lyell
Mr Maidstone,,Mr Maidstone; Mr. Maidstone; Mr Maidston; Mr. Maidston
Mr Martin,,Mr Martin
Mr Mason,,Mr Mason
MrMC,,Mr McCormick; Mr. Mc. Cormick
Mr Middleton,,Mr Middleton; Mr. Middleton
Mr Muhleman,,Mr Muhleman; Mr. Muhleman
Mr Nichols,,Mr Nichols; Mr. Nichols
Mr Orchard,,Mr Orchard; Mr. Orchard
Mr Padmore,,Mr. Padmore; Mr. PBadmore
Mr Paine,,Mr. Paine
Mr Potts,,Mr Potts
Mr Purnell,,Mr Purnell; Mr. Purnell
Mr Pygolos,,Mr Pygolos
Mr Rob.,,Mr Rob.
Mr Robert Walker,,Mr Robert Walker; Mr. Robert Walker
Mr Roberts,,Mr Roberts; Mr. Roberts
Mr S. Br.,,Mr S. Br.
Mr Sainthill,,Mr Sainthill; Mr. Sainthill
Mr Scott,,Mr. Scott
Mr Seregold,,Mr. Seregold
Mr Skinner,,Mr Skinner; Mr. Skinner
Mr Stallwood,,Mr Stallwood; Mr. Stallwood
Mr Standish,,Mr Standish; Mr. Standish
Mrs Standish,,Mrs . Standish; Mrs. Standish
Mr Styleman,,Mr Styleman; Mr. Styleman
Mr Talbot,,Mr Talbot; Mr. Talbot
Mr Van Mildert,,Mr Van Mildert; Mr. Van Mildert; Mr. van Mildert
Mr Walduck,,Mr Walduck; Mr. Walduck
Mr Warner,,Mr Warner; Mr. Warner
Mr Wright,,Mr Wright; Mr. Wright
Mr. Adams,,Mr. Adams
Mr. Baker,,Mr. Baker
Mr. Ball,,Mr. Ball
Mr. Barret,,Mr. Barret
Mr. Barrets,,Mr. Barrets
Mr. Bathurst.,,Mr. Bathurst.
Mr. Baxters,,Mr. Baxters
Mr. Beaumout,,Mr. Beaumout
Mr. Bell,,Mr. Bell
Mr. Bevan,,Mr. Bevan
Mr. Bevand,,Mr. Bevand
Mr. Bewley,,Mr. Bewley
Mr. Bizot,,Mr. Bizot
Mr. Blackstone,,Mr. Blackstone
Mr. Bond,,Mr. Bond
Mr. Bradley,,Mr. Bradley
Mr. Brewer,,Mr. Brewer
Mr. Brockman,,Mr. Brockman
Mr. Brockwith,,Mr. Brockwith
Mr. Brothwick,,Mr. Brothwick
Mr. Burnet,,Mr. Burnet
Mr. Bussiere,,Mr. Bussiere
Mr. Butterfield,66565187,Mr. Butterfield; Michael Butterfield
Mr. Campbell,,Mr. Campbell
Mr. Caswel,,Mr. Caswel
Mr. Chapman,,Mr. Chapman
Frost,,Mr. Charles Frost
Mr. Clark,,Mr. Clark
Mr. Clarke,,Mr. Clarke
Mr. Clayton,,Mr. Clayton
Mr. Clerk,,Mr. Clerk
Mr. Compton,,Mr. Compton
Mr. Coniers,,Mr. Coniers
Mr. Copping,,Mr. Copping
Mr. Cowper,,Mr. Cowper
Mr. Cotts,,Mr. Cotts
Mr. Cox,,Mr. Cox
